nl	en	fr	de	references	usage	description
barkentijn	barquetine	goélette	Barkschoner	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
barkentijn	barquetine	trois-mâts	Barkschoner	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
barkentijn	barkentine	barque-goélette	Schonerbark	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
barkentijn	barkentine	barquentine	Schonerbark	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
barkentijn	barkentine	goélette	Schonerbark	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
barkentijn	barkentine	trois-mâts	Schonerbark	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
barkentijn	barquetine	barque-goélette	Schonerbark	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
barkentijn	barquetine	barquentine	Schonerbark	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
barkentijn	barquetine	goélette	Schonerbark	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
barkentijn	barquetine	trois-mâts	Schonerbark	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
Bas	Bass	contrebasse	Bass			
Bastion	Bastion	Bastion	Bastei	AAT		The projecting portions of the outer wall of a fortification
Bastion	Bastion	Bastion	Bastion	AAT		The projecting portions of the outer wall of a fortification
Bed	Bed	Lit	Bett			
Beeld	Statue	Statue	Bildsäule	ABR/Haslinghuis		
Beeld	Sculpture	Sculpture	Skulptur			
Beeldhouwwerk	Sculpture	Sculpture	Skulptur	AAT	Sculptuur	Use for works of art in which images and forms are carried out primarily in three dimensions, especially those that retain the quality of being tangible objects or groups of objects.
Beerput	Cesspit	Fosse d'aisances	Senkgrube	ABR		
Beerput	Cesspool	Fosse d'aisances	Senkgrube	ABR		
begijnenra	crossjack yard	vergue sèche	Bagienrah	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Begraafplaats	Cemetery	Cimetière	Friedhof	AAT/KICH	Graveyard, burial ground (Eng)	Areas used for burial or entombment
Bekisting	Falsework	Coffrage	Betonschalung	AAT/Haslinghuis		
Bekisting	Formwork	Coffrage	Betonschalung	AAT/Haslinghuis		
beleggen	belaying 	amarrer	Belegen 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
beplanking	planking 	bordé	Beplankung 	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
beplanking	planking 	planchéiage	Beplankung 			shipsterm
Berd	Scantling	Échantillon	Brett	Haslinghuis		
berghout	fender	préceinte	Bargholz			shipsterm
berghout	wale	ceinte	Bargholz	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
berghout	wale 	préceinte	Bargholz			shipsterm
berghout	fender	préceinte	Scheuerleiste 			shipsterm
berghout	wale 	préceinte	Scheuerleiste 			shipsterm
bergplaats	locker 	débarras	Verschlag 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Beschieting	Battening	Volige	Dachschalung	Haslinghuis		
Beschieting	boarding	voligeage	Dachschalung	Haslinghuis		
Beschieting	Roof boarding	voligeage	Dachschalung	Haslinghuis		
Beschoeiing (mijn)	Timbering	boisage	Verzug			
Beschoeiing (rivieroever)	Campsheeting	palée	Spundwand	AAT/ABR/Haslinghuis		
Beschoeiing (rivieroever)	Sheet piling	palée	Spundwand	AAT/ABR/Haslinghuis		
Beschoeiing (rivieroever)	sheeting	palée	Spundwand	AAT/ABR/Haslinghuis		
Beschoeiing (rivieroever)	Campsheeting	palée	Uferbefestigung	AAT/ABR/Haslinghuis		
Beschoeiing (rivieroever)	Sheet piling	palée	Uferbefestigung	AAT/ABR/Haslinghuis		
Beschoeiing (rivieroever)	sheeting	palée	Uferbefestigung	AAT/ABR/Haslinghuis		
Beschoeiing (wand)	Campshed(ding)	Paroi de soutènement	  Unbekannt 	AAT/ABR/Haslinghuis		
Beschoeiing (wand)	Campshot	Paroi de soutènement	  Unbekannt 	AAT/ABR/Haslinghuis		
Beschoeiing (wand)	Facing	Paroi de soutènement	  Unbekannt 	AAT/ABR		
Beschot	Boarding	Voligeage	Schalung	AAT/Haslinghuis		
Beschot	Panelling	Voligeage	Schalung	AAT/Haslinghuis		
Beschot	Wainscoting	Voligeage	Schalung	AAT/Haslinghuis		
beslag	fittings	armature	Ausrüstung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Betimmering	Panelling	boiserie	Getäfel	Haslinghuis		Decorative or protective facings applied to the lower portion of an interior partition or wall, such as wood paneling; Wall coverings consisting of panels of wood or other material joined in a continuous surface
Betimmering	Panelling	Lambris	Getäfel	Haslinghuis		Decorative or protective facings applied to the lower portion of an interior partition or wall, such as wood paneling; Wall coverings consisting of panels of wood or other material joined in a continuous surface
Betimmering	Wainscoting	boiserie	Getäfel	Haslinghuis		Decorative or protective facings applied to the lower portion of an interior partition or wall, such as wood paneling; Wall coverings consisting of panels of wood or other material joined in a continuous surface
Betimmering	Wainscoting	Lambris	Getäfel	Haslinghuis		Decorative or protective facings applied to the lower portion of an interior partition or wall, such as wood paneling; Wall coverings consisting of panels of wood or other material joined in a continuous surface
Betimmering	Panelling	boiserie	Tafelwerk	Haslinghuis		Decorative or protective facings applied to the lower portion of an interior partition or wall, such as wood paneling; Wall coverings consisting of panels of wood or other material joined in a continuous surface
Betimmering	Panelling	Lambris	Tafelwerk	Haslinghuis		Decorative or protective facings applied to the lower portion of an interior partition or wall, such as wood paneling; Wall coverings consisting of panels of wood or other material joined in a continuous surface
Betimmering	Wainscoting	boiserie	Tafelwerk	Haslinghuis		Decorative or protective facings applied to the lower portion of an interior partition or wall, such as wood paneling; Wall coverings consisting of panels of wood or other material joined in a continuous surface
Betimmering	Wainscoting	Lambris	Tafelwerk	Haslinghuis		Decorative or protective facings applied to the lower portion of an interior partition or wall, such as wood paneling; Wall coverings consisting of panels of wood or other material joined in a continuous surface
Betimmering	Panelling	boiserie	Vertäfelung	Haslinghuis		Decorative or protective facings applied to the lower portion of an interior partition or wall, such as wood paneling; Wall coverings consisting of panels of wood or other material joined in a continuous surface
Betimmering	Panelling	Lambris	Vertäfelung	Haslinghuis		Decorative or protective facings applied to the lower portion of an interior partition or wall, such as wood paneling; Wall coverings consisting of panels of wood or other material joined in a continuous surface
Betimmering	Wainscoting	boiserie	Vertäfelung	Haslinghuis		Decorative or protective facings applied to the lower portion of an interior partition or wall, such as wood paneling; Wall coverings consisting of panels of wood or other material joined in a continuous surface
Betimmering	Wainscoting	Lambris	Vertäfelung	Haslinghuis		Decorative or protective facings applied to the lower portion of an interior partition or wall, such as wood paneling; Wall coverings consisting of panels of wood or other material joined in a continuous surface
beting	bitt	bitte	Beting	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
bewerkingsspoor	tool mark 	trace d’outil	Werkzeugspur 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
bezaansmars	mizzen top	hune d'artimon	Besanmars	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
bezaansmast	mizzen lower mast	bas mât d'artimon	Besanmast	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
bezaanspardoenrust	mizzen stool	porte-galhaubans d'artimon	Besanpardunenrüste	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
bezaansroede	mizzen yard	vergue d'artimon	Besanrute	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
bezaansrust	mizzen channel	porte-haubans d'artimon	Besanrüste	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Bijgebouw	Annex	Annexe	Nebengebäude	AAT/Haslinghuis		Use for subsidiary supplementary structures, whether additions to a main building or separate from it, but usually visibly distinct and often with a separate entrance.
Bijgebouw	Annex	dépendance	Nebengebäude	AAT/Haslinghuis		Use for subsidiary supplementary structures, whether additions to a main building or separate from it, but usually visibly distinct and often with a separate entrance.
binnenberghout	inwale	préceinte interne	Dollbaum	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
binnenberghout	inwale	serre	Dollbaum	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
binnenberghout	stringer 	préceinte interne	Dollbaum	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
binnenberghout	stringer 	serre	Dollbaum	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
